question,answer
"Help with Security Bulletin: Integration server HTTP listener exposes stack trace in WMB & IIB (CVE-2016-2961)

I need to understand details regarding Security Bulletin: Integration server HTTP listener exposes stack trace in WebSphere Message Broker and IBM Integration Bus. Where can I find this information? ","CVEID: CVE-2016-2961 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2961]
DESCRIPTION: IBM Integration Bus uses the Apache Tomcat server for serving HTTP requests for the HTTPInput and SOAPInput nodes. A vulnerability exists where an unauthenticated, remote attacker can send a malformed HTTP POST request to the integration server HTTP listener. The attacker could use the information in the Java stack trace to identify the version of Apache Tomcat in use.
CVSS Base Score: 5.3
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/113806 [https://exchange.xforce.ibmcloud.com/vulnerabilities/113806] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N)"
"What is right trace for investigate the ""CWTKE0021W: The expired people assignment (staff query result) cannot be refreshed"" in SystemOut.log

Hello, after upgrading from Websphere Process Server 7 to Business Process Manager Advanced - Process Server 8.5.6 we are seeing many CWTKE0021W in the SystemOut.log on two different test environments. We use Standalone LDAP repository.
According to very brief (none) description at http://www-01.ibm.com/support/knowledgecenter/SS9KLH_8.5.6/com.ibm.wbpm.ref.doc/CWTKE0021W.html there should be further info in SystemOut.log (some exception I suppose) but in our case there is not - the logs are clear, the CWTKE0021W is only information. AFAIK we are not aware of any problems with our staff queries, so far it is only disturbing message in the logs but we want to get rid of them before we hit production with 8.5.6.
I found the http://www-01.ibm.com/support/docview.wss but I guess that is not our case, we dont see any timeout messages in the logs.
I wanted to enable the trace but Im not sure what trace string to use, there are many trace code packages which I consider as candidates (com.ibm.task., com.ibm.bpe.staff., com.ibm.bpe.query.*) but those enviroments are heavily used so I dont want to blindly enable all as I need to make smallest performance impact as possible.
Please could you advice with right trace string to use (or other means for resolving the problem without the traces) ?",-
"MQSeries Events correlation

How are MQSeries Events cleared? ","The MQSeries Events workspace displays data from the Current Events attribute group. Since this data is stored in memory, stopping and restarting the MQ Monitoring agent will clear all the data in the Current Events table."
"Help with Security Bulletin: Security vulnerabilities have been identified in IBM DB2 shipped with WebSphere Remote Server (CVE-2014-8730)

I need to understand details regarding Security Bulletin: Security vulnerabilities have been identified in IBM DB2 shipped with WebSphere Remote Server (CVE-2014-8730). Where can I find this information? ","For vulnerability details, see the security bulletin TLS padding vulnerability affects IBM DB2 LUW (CVE-2014-8730)"
"Does StoredIQ support TLS v1.2?

Does StoredIQ support TLS v1.2? ","Yes, StoredIQ 7.6.0.5 and above support TLS 1.2. TLS 1.2 is supported both on Application Stack and Dataserver"
"How to use the LIKE operator, wildcard and special characters in your IBM FileNet Content Platform Engine Sweep's Filter Expression?

How to use the LIKE operator, wildcard and special characters in your IBM FileNet Content Platform Engine Sweep's Filter Expression? ",-
"Can not create a portal wcm syndicator-subscriber pair. The ""Subscribe Now"" window pops up but is blank or corrupted. Why?

Can not create a portal wcm syndicator-subscriber pair. The ""Subscribe Now"" window pops up but is blank or corrupted.","1. Make sure that the page on which the WCM authoring portlet is installed uses a theme with client-side rendering such as the Page Builder theme.

2. Deploy the hidden Portal page on which the reserved authoring portlet is installed. 


3. Run the following task from the wp_profile_root / Config Engine directory."
"Clustering Decision Validation Services

How can we cluster Decision Validation Services (DVS)? ",-
"JD Edwards Adapter supported in BPM 8.5.6?

Hi experts, I have a question about the support for the JD Edwards Adapter in BPM 8.5.6:  which is the most current version of JD Edwards supported in this Adapter ?

I am asking this because I have a BPM opportunity for a client that uses JD Edwards and I want to be sure that this adapter can be used.",-
"Help with installing the latest version of Portal 8.5 on AIX

We are planning to install the latest WebSphere Portal 8.5x on AIX 7.0 with DB2 Where can I find the step by step installation procedure?
",-
"ILMT agent doesn`t show the hostname on inventory hardware

Hello community: I have a problem with a host. I installed ILMT agent and i exec all the task (install scan,initiate scan,run capacity and upload results....) after that i not see the hostname at the ILMT webpage, i only recognized the host by the System ID. The Hypervisor is KVM. I do this tasks with many other host like that and i not found problems.I attached an image.

Can you help me to manage this issue?

Thank you and Best regards.","1) Ensure that the import is not running and stop the BFI/SUA/LMT server.
2) To reset the sequence for all data sources and import all data, run the following query on the BFI/SUA/LMT database:

DB2:
UPDATE dbo.DATASOURCE_SEQUENCES set LAST_SEQUENCE = blob(x'0000000000000000');

MSSQL:
UPDATE dbo.datasource_sequences set last_sequence = 0x0000000000000000;

3) Start the BFI/SUA/LMT. 
4) Run an import."
"What is the difference between the software available in Passport Advantage and Fix Central?

Is it possible to get IIB General Availability (GA) code from somewhere else or is it only available on Passport Advantage?
",-
"How to download IBM MQ ?

How and where to download IBM MQ V8 or IBM Websphere MQ V7.1 or 7.5 for production environment ?
",-
"Problem with EJB WebService and empty beans.xml in META-INF directory

When using a EJB WebService (EAR file attached) with a empty beans.xml file in the META-INF directory (my intent is to use CDI), the project can be deployed correctly, but when the EJB WebService is called, I get the following error message:
[24/04/14 21:33:34:913 CEST] 0000003b id= com.ibm.ws.webbeans.WebBeansInitializer E An error occured while starting application context path : [/SampleEJBWebService] [24/04/14 21:33:35:028 CEST] 0000003b id= com.ibm.ws.logging.internal.impl.IncidentImpl I FFDC1015I: An FFDC Incident has been created: ""java.lang.NullPointerException com.ibm.ws.webcontainer.osgi.VirtualHost startWebApp"" at ffdc_14.04.24_21.33.34.0.log
When I remove the beans.xml file, everything works fine without any problems.
Now my question is:  Are there any workarounds available?",-
"ITCAM J2EE configuration problem with Tomcat as a Windows Service

I want to configure ITCAM for J2EE 7.1.1.0.0 agent to monitor Tomcat 7.0 to be started as a service on Windows 2008 R2 64-bits.

Configuration fails with the following error message:

2016-05-06 20:31:37.723+08:00
com.ibm.tivoli.itcam.install.j2ee.custompanel.ConfigProcessSectionPanel getActionErrorText [DEBUG_MIN]
Exit, return value = J2_EC_CONFIG_FAILED:Configuration failed.
The server is: ""Tomcat Application Server""
The instance is: ""myTomcat""
The trace log file is under the directory:
""C:\tivoli\ITM\TMAITM6\j2eedc\7.1.1.0.0\installer\logs""

Why is this failing?",There is an option to specify the Tomcat Windows Service during GUI configuration of the ITCAM J2EE 7.1.1 agent/DC. This option does not work and will result in a failed configuration.
"Why is the StoredIQ Dataserver login page not coming up in the browser?

Why is the StoredIQ Dataserver login page not coming up in the browser? ","This is caused by missing or incorrect hostname in the /etc/hosts file. When you restart the apache service, you will see an error message - cannot reliably
determine the fully qualified sever domain name"
"I am trying to install Portal 8.5 on Windows and getting error, CRIMA1217E in the IIM logs

While trying to install Portal 8.5 using IIM it fails and the following is in the IIM logs...

     549 ERROR CRIMA1217E 01:01:00.16 A problem occurred during the
     execution of the
     C:\IBM\WebSphere\PortalServer\installer\wp.config\wizard\repository\repo
     sitory_actions.xml file.
           ERROR: Error executing the work flow.  Step 'Basic
     Config' FAILED!.  Check the logs for additional error messages.
     [C:\IBM\WebSphere\PortalServer\installer\wp.config\wizard\repository\rep
     ository_actions.xml:622]
         A package has an issue that cannot be resolved by
     Installation Manager.
         Identify the package that has the issue by looking at
     the installation history. In Installation Manager, click File >
     Installation History. In console mode, enter S: View Installation
     History. Contact IBM customer support.
     
     550 ERROR  01:01:00.16 Creating WebSphere Portal Profile.  This
     will take several minutes.
",Stop all WebSphere processes on the machine and attempt to install the second Portal instance again
"After increasing the number of mq clients connections to over 10k, FDCs with probe id XC035040 are logged and no further client connections can be established.

Why are FDCs reporting probe id XC035040 after adding 1000 mq client connections to the mq server ?
",-
"IBM SPSS Statistics 25.0.0.1 MacOS 10.13 High Sierra.

Will  the german IBM SPSS statistics 25.0.0.1 on MAC be compatible with MAC OS High Sierra (10.13)?
","Support for IBM SPSS Statistics 25 only. Please note that no other SPSS release will be officially supported on High Sierra, but older versions like SPSS Statistics 24 may run as well on High Sierra."
